,wind_mw,pem_mw,pem_bid,e_revenue,h_revenue,NPV,NPV_ann,freq_day_0,freq_day_1,freq_day_2,freq_day_3,freq_day_4,freq_day_5,freq_day_6,freq_day_7,freq_day_8,freq_day_9,freq_day_10,freq_day_11,freq_day_12,freq_day_13,freq_day_14,freq_day_15,freq_day_16,freq_day_17,freq_day_18,freq_day_19
0,847.0,127.05,15.0,25895453.515102338,5813169.284594268,-279326335.6945008,-18170578.992642358,0.02889487226911727,0.0635404515852418,0.4277660083241274,0.003281285056752633,0.00045769588595427683,0.04102936613615233,0.07818222747920464,0.0008521723670943685,0.006983717699152298,0.0004399052447820868,0.027718817981278142,6.944224703758573e-05,0.017585258309527927,0.0003118068776354778,0.04942124206990344,0.1237633554461703,0.023888142721773083,0.0057127512923311734,0.03406992344905492,0.07342485022653136
1,847.0,148.225,15.0,26108105.539781258,6395136.322846003,-304239512.4823646,-19791216.895101532,0.025751250364859143,0.056872503538748384,0.4274670079687918,0.004410294037168451,0.00010502936683601191,0.040526796374328815,0.07784473901118012,0.0007290823218493143,0.00727505085934855,0.00042435056595598145,0.02431458951284477,0.0023248002351702254,0.017889415907575548,0.0001872764110523783,0.05019273418806944,0.12480995503088414,0.024190861497128898,0.01206656488117386,0.034140959064941676,0.07344115615590706
2,847.0,169.4,15.0,26361020.597057436,7054358.231295785,-327346151.0647256,-21294336.8947654,0.02298802632546229,0.04910633779147154,0.4269760412616819,0.0054168742389604715,5.92965865412182e-05,0.04008865925620353,0.07711545736528697,0.0005527792186505812,0.007108760438102232,0.00033030274314989973,0.02149541276905832,0.0091913005783471,0.018713175051022043,0.00012841847152473168,0.05082411802585975,0.12526613321182273,0.02499207323831282,0.01841143260091136,0.034164655615084465,0.07303447955023301
3,847.0,190.57500000000002,15.0,26645768.8231169,7429552.73556806,-354329633.1799463,-23049651.129823487,0.02100125313159045,0.04134108762897932,0.4266914230402727,0.00594465904150101,6.201576584090521e-05,0.03989311679392507,0.07657314170181997,0.0004369696830786083,0.006517845368873756,0.00021125112507241136,0.01920903742626849,0.016197887175466313,0.019986164392347832,0.0001414218361170942,0.05093302990831374,0.12502652801404393,0.025733261695511656,0.023152786346112515,0.03373354446188024,0.07110032483070304
4,847.0,211.75,15.0,26952845.687318996,7571562.492377044,-384554490.509418,-25015821.474202238,0.01987072021187884,0.03363286766517013,0.4267749548854647,0.005686455937401706,0.0016408933815533593,0.040291775612231094,0.07645133725919827,0.00034070700219504405,0.006145814456027281,0.00012289729814196672,0.016880541438771705,0.023513662427105283,0.02196912699455777,0.0004051454406971756,0.05019376060846915,0.12434533344368283,0.026238665338799025,0.025168762849246355,0.032097423037404135,0.06501035610114253
5,847.0,232.925,15.0,27271933.695835415,8136208.999180444,-408097744.3696908,-26547343.92427224,0.02058886972963373,0.030092921420332274,0.4267968030334275,0.005568166865720156,0.027093862009984603,0.04108920228171447,0.07678147179062465,0.00015587789732830176,0.011949815227017003,8.429420668185455e-05,0.01153697536128351,0.030777280277076463,0.024319985416542757,0.0007972738232910852,0.049610430663968245,0.1240613095086377,0.026607027548999043,0.024263884010954917,0.02481118280146494,0.044362027501726645
6,847.0,254.10000000000002,15.0,27592033.460096285,9072776.761707963,-425908103.7748552,-27705933.36287369,0.022752249258433242,0.03399192272398139,0.42694722101528615,0.008924520330194452,0.06748652539162169,0.033806491149195934,0.07843997204024435,0.0006496887811211731,0.02257795357792665,0.0035641410312305484,0.005621391240536059,0.03315423395946102,0.021322899090471786,0.0008489273849276195,0.05012728730090374,0.1256514397706171,0.026090716713838683,0.0214906114504847,0.01179699053524041,0.016387412163182104
7,847.0,275.27500000000003,15.0,27901587.854570262,9771726.464132339,-447533343.3526673,-29112686.231365155,0.022377709320129776,0.0357777923297621,0.4275009777395181,0.015979124133633244,0.07708143935909055,0.01322465938959249,0.07974718285429361,0.008153990512733352,0.022744494453961265,0.021889216261040526,0.005937651344539711,0.028406191584524662,0.01057201174903477,0.002979223554610405,0.050123667394813415,0.1261372436399746,0.02448893745791047,0.01934975405814317,0.0043316160999245,0.014410799980242753
8,847.0,296.45,15.0,28188786.614469744,10172558.679946642,-474085040.2913215,-30839912.221041203,0.021362213929593196,0.03432049050168857,0.42696079193726505,0.01989205586408071,0.073828229844384,0.002333957284003757,0.07877703546446341,0.012089172665264908,0.021790960032768016,0.03285921941781976,0.004043640401421491,0.024068674997579746,0.006449755483888784,0.008447964037401482,0.049880754319104645,0.1241524477488685,0.024802979063821392,0.017404868969588785,0.0006859179064819743,0.01508433655814579
9,847.0,317.625,15.0,28442194.47151862,10481384.280141976,-502570553.4219526,-32692935.72918681,0.020895736056368297,0.03304459031785608,0.4266594523914372,0.02219442341587461,0.0628875967125573,0.00025687153418742605,0.07825688591325841,0.014295980472377972,0.01984123376019492,0.03679222904213419,0.004834848247333065,0.01906190802091426,0.006799800800586652,0.019621871694371955,0.049496329964313635,0.12416916475444022,0.024593551857801606,0.01727187253187319,0.0003363890451602196,0.015804321195007114
10,847.0,338.8,15.0,28651679.358411036,10893932.804335823,-530136794.6907369,-34486159.283490375,0.020742030560526703,0.032321314930633636,0.42669026863155013,0.024039895963957406,0.05222163222423716,0.00018910485549087576,0.07807247787095752,0.016096018815774833,0.018490031754194072,0.03813392713325559,0.00611904452971936,0.015111890673490565,0.007312391187712103,0.030359092728392267,0.049149828462607875,0.12469436845005531,0.02431760156164964,0.017735967212973026,0.00038504830798985864,0.01629456398294894
11,847.0,359.975,15.0,28809417.04355283,11343937.989081617,-557922716.6042455,-36293673.37899262,0.020759908138939624,0.03178686440969777,0.42679309084728173,0.025738727026109902,0.04420521989622637,0.00020726896820630575,0.07778727097280105,0.01767470411934362,0.01809479574079076,0.03866827137492969,0.006632437631522382,0.012617121511404235,0.007058319513516932,0.03865842755491391,0.048860889665130365,0.12466450231183011,0.024490982405508635,0.01826366647807932,0.00041368705578578857,0.016384197688567345
12,847.0,381.1500000000001,15.0,28910656.37091984,11660788.149421057,-588624075.8474165,-38290840.856676,0.020872437323443446,0.0313286436413947,0.42687418362736673,0.02741425509100198,0.03779778642014384,0.00025636934379189545,0.07737066566694939,0.019193370082043113,0.018222256410284198,0.038875888199722416,0.006602454424325846,0.010823243126756617,0.006376538459086325,0.04541624199021802,0.048572446324369856,0.12407749926032974,0.02502717720845845,0.018838865842007065,0.00041213979986146916,0.016243778378649626
13,847.0,402.32500000000005,15.0,28954013.08362077,11874762.898107972,-621796679.9773483,-40448766.36067797,0.021060743772332573,0.030881829851208277,0.42690457506421653,0.029083260600893075,0.03228293462492648,0.00033666993380826395,0.0768375182832256,0.020706177430362464,0.0185967918788393,0.03893706810943907,0.006296583139453332,0.00931567065896127,0.005539366307034262,0.05128051997036973,0.04824926425777482,0.12309841350370739,0.025800028233233987,0.01948469720090167,0.00040177256955085917,0.015985233987323683
14,847.0,423.5,15.0,28941252.352678094,12062262.462474396,-656238935.23584,-42689284.49264406,0.02132969698407497,0.030406674100013773,0.4268732433813161,0.030725134493677836,0.027395776973911795,0.00044718018443423675,0.07619195476504559,0.022210125202806998,0.019100218688971122,0.038941483132249384,0.005861931016635277,0.007955303363142393,0.0046736904646935045,0.056514931204567694,0.047871119885399424,0.12185946859438251,0.026734215989067625,0.020200197581688038,0.00039093333218497245,0.015656862280944702
